product_ID,product_title,price_clean,review_avg,link_product_image_clean
2501475012,Set 50 Miếng Dán Trang Trí Hình Hoạt Hình Chống Thấm Nước,21000,3.76,https://cf.shopee.vn/file/65aa0d072ffab8f28b1f61acba1f220e_tn
534952590,"Ruột chăn bông siêu nhẹ, siêu ấm KOSEUL (bao gồm túi đựng)",205000,3.86,https://cf.shopee.vn/file/a3c738559385e5d43955bd9a3b385126_tn
2796735771,Ca trơn 2.4L Song Long,26000,3.71,https://cf.shopee.vn/file/dbde1bb8952d1cbcb5574b14a1f341ca_tn
613631999,Combo Sỉ 50 Móc Dán Tường Siêu Dính Trong Suốt Chịu Lực Tốt Treo Tường Chắc Chắn 6x6 cm,20000,4.25,https://cf.shopee.vn/file/b9ad352328adc091d0222c88cf12b08a_tn
908278632,Nạo Gọt Hoa Quả Inox Loại 2 Lưỡi Siêu Hot,7990,3.55,https://cf.shopee.vn/file/997a29f72eaad35c727c0de3aa84e141_tn
22206152,Hộp đựng Kính áp Tròng In Hình Gấu Dễ Thương Phong Cách Hàn,1000,3.9,https://cf.shopee.vn/file/446792f4db0be88918b3773045286288_tn
2931997729,Nạo củ quả inox,12500,4.17,https://cf.shopee.vn/file/7e4a018ee63618f0e7b8d0eaacc57947_tn
587367365,COMBO 100 TÚI LƯỚI LỌC RÁC THÔNG MINH HELFER CHO BỒN RỬA CHÉN BÁT,27999,3.42,https://cf.shopee.vn/file/d3e20c7d25ff3b54f6a291aa04663256_tn
3049554233,Bóng đèn Led 20W cao cấp-siêu tiết kiệm,19000,3.31,https://cf.shopee.vn/file/6c2e05c149a1a4619caf783c53f9dcf7_tn
2701280699,Bình nước Lock&Lock Eco Bottle 750ml ABF664,198000,3.72,https://cf.shopee.vn/file/f87107aca3a7426d00202244dc6966d6_tn
301110951,"Giấy dán tường nhà bếp chống bắn dầu mỡ, chịu nhiệt cao, hoạ tiết 3D đẹp giúp trang trí khu bếp thêm hiện đại",12000,3.82,https://cf.shopee.vn/file/f134a95a65774c9eecec3eac24223b55_tn
1909934416,Gương trang điểm để bàn tai gấu Tom House,28000,3.73,https://cf.shopee.vn/file/c639f14d24e803fcdde0626fa160a15c_tn
1072644032,"Đất trồng sen đá, Xr, cây để bàn(1kg)",15000,4.31,https://cf.shopee.vn/file/7138f376b9967459513f1973e728774c_tn
2731577411,16x12x6 Hộp carton đóng hàng,1300,4.64,https://cf.shopee.vn/file/d8ee3eb407dd48b067e02a835b48c33e_tn
3355494042,Chậu nhựa treo nhỏ(5k/1 cái),5000,4.68,https://cf.shopee.vn/file/1ed1156c3ccc05235a9fe62fa866f4e3_tn
715677822,Bộ 3 Hộp Nhựa Đựng Đồ Ăn Tiện Lợi Peppi,11000,4.14,https://cf.shopee.vn/file/0dccf9031eb12f9a21378e847e8b8330_tn
79211534,"10x10x8 Hộp carton, thùng bìa giấy cod đóng gói hàng",1000,4.02,https://cf.shopee.vn/file/d048c5f62c0087dceaa3f0258bad8712_tn
642683896,15x12x10 Hộp carton đóng hàng,1450,3.79,https://cf.shopee.vn/file/86eeacf8414357d33be1a83249fd5020_tn
1302810009,Máy Xông Tinh Dầu VDECOR Cao Cấp Lục Bình 550ml| Bảo Hành 12 tháng 1 đổi 1 trong 14 ngày,279000,3.52,https://cf.shopee.vn/file/8de1bb71a2d073e1c152b5e2f1d90697_tn
2861749935,(XÀI PIN AA) ĐÈN LED PIN 3M 30 BÓNG ĐOM ĐÓM CHIPSBLING FAIRY LIGHT MÀU VÀNG NẮNG,19500,3.6,https://cf.shopee.vn/file/e5947106237fe33ce747c87317f202de_tn
4026886610,Khăn mặt lông cừu xuất Hàn,10000,3.72,https://cf.shopee.vn/file/18c2b120e215f9abd0dc5034f4704117_tn
1070847373,Gương trang điểm tai mèo xoay 360 độ - Gương để bàn Clovershop,35000,4.21,https://cf.shopee.vn/file/dd36cca33522bd4a8461ae8b892c7560_tn
680160883,10 móc áo nhôm người lớn CÓ HÌNH THẬT,19800,3.76,https://cf.shopee.vn/file/badaa8ea20bc8c67f79d97000cf61f07_tn
1582713765,Tạp dề yếm trơn cao cấp đủ màu vải kaki cotton,33000,3.74,https://cf.shopee.vn/file/ad01a0ec34bba70fefd4a3160d1a639d_tn
3557440771,Lọ khuếch tán tinh dầu Nhà Mộc không dùng điện (kèm tinh dầu Nhà Mộc),29000,3.74,https://cf.shopee.vn/file/4bfe33dcf6758a37712daf7fdcd80079_tn
2173724396,Cốc cách nhiệt 2 lớp BioZone Sunhouse 310ml KB-CU310PGT màu xanh trà,23760,3.82,https://cf.shopee.vn/file/0273a8390ae367783d2494ce973f699a_tn
1131992824,"[200g] Sỏi lót hồ cá - Phụ kiện, Decor phụ kiện trang trí, Sỏi suối - Tiệm Thường Xuân",2000,3.73,https://cf.shopee.vn/file/5acc2ce29c95d7741d2c9f09e9aecd7a_tn
3944946351,16x6x6 Hộp carton đóng hàng,1150,3.9,https://cf.shopee.vn/file/b17a0ebcaf65904c3d85bf763be13fde_tn
85422184,Túi gói hàng niêm phong tự dính - Túi đóng hàng chuyển phát nhanh NHỰA HVT size 17*30,31000,3.41,https://cf.shopee.vn/file/855a1459c38488c76fafb72d1f5df01a_tn
166964375,Combo 1 khăn mặt và 2 mút rửa bát kháng khuẩn,25000,3.27,https://cf.shopee.vn/file/37d89937772844de829c5dd13115294d_tn
1468400077,"Khăn Bông Lau Bếp, Lau Tay, Lau Chén Bát - Khăn Vệ Sinh Đa Năng 2 Mặt Siêu Thấm Hút",5500,3.41,https://cf.shopee.vn/file/02aaabf1675349b8178b2b5692e1c9c8_tn
4051309079,20x15x5 Hộp carton đóng hàng,1700,3.62,https://cf.shopee.vn/file/bf8db212b77d83163b0cf9df4c22b142_tn
2170937506,"Khan Lau Bep, Khăn Lau Đa Năng Nhà Bếp Siêu Thấm Nước 14x23cm",1780,3.72,https://cf.shopee.vn/file/232f54da2df5d89dc69019c77065a0da_tn
4061584284,Bộ 6 tờ sticker hình thỏ,9000,4.05,https://cf.shopee.vn/file/1b961865b2044b166c2956c3f02aa669_tn
2029586461,20h Hạt Giống Hoa Tóc Tiên Leo Mix Màu (C1.304| B6*V52),13000,4.01,https://cf.shopee.vn/file/a8d1378b17700ae863ba02dfc16bc008_tn
717325466,Thảm bếp chống trơn hoa văn hiện đại (Topic cho khách mua Tấm ngắn hoặc Bộ mẫu 1 đến 9),49000,4.01,https://cf.shopee.vn/file/57c4f95f790505bdd7fa18a6588720db_tn
1391515134,Hạt giống cà chua cherry lùn đỏ 30 hạt,8370,3.81,https://cf.shopee.vn/file/73b4bde56142fb5b94bae7d676bc79d3_tn
